num,kanji,meanings,grade,jlpt,readings,unicode
2022,来,come:due:next:cause:become,2,4,く.る:きた.る:きた.す:き.たす:き.たる:き:こ:ライ:タイ,6765
2023,雷,thunder:lightning bolt,8,1,かみなり:いかずち:いかづち:ライ,96f7
2024,頼,trust:request,8,2,たの.む:たの.もしい:たよ.る:ライ,983c
2025,絡,entwine:coil around:get caught in,8,2,から.む:から.まる:ラク,7d61
2026,落,fall:drop:come down:village:hamlet,3,2,お.ちる:お.ち:お.とす:ラク,843d
2027,酪,dairy products:whey:broth:fruit juice,8,1,ラク,916a
2028,辣,pungent:spicy:harsh:cruel:severe,8,,から.い:ラツ,8fa3
2029,乱,riot:war:disorder:disturb,6,2,みだ.れる:みだ.る:みだ.す:みだ:おさ.める:わた.る:ラン:ロン,4e71
2030,卵,egg:ovum:spawn:roe,6,2,たまご:ラン,5375
2031,覧,perusal:see,6,1,み.る:ラン,89a7
2032,濫,excessive:overflow:spread out,8,1,みだ.りに:みだ.りがましい:ラン,6feb
2033,藍,indigo,8,1,あい:ラン,85cd
2034,欄,column:handrail:blank:space,8,1,てすり:ラン,6b04
2035,吏,officer:an official,8,1,リ,540f
2036,利,profit:advantage:benefit,4,2,き.く:リ,5229
2037,里,ri:village:parent's home:league,2,1,さと:リ,91cc
2038,理,logic:arrangement:reason:justice:truth,2,3,ことわり:リ,7406
2039,痢,diarrhea,8,1,リ,75e2
2040,裏,back:amidst:in:reverse:inside:palm:sole:rear:lining:wrong side,6,2,うら:リ,88cf
2041,履,perform:complete:footgear:shoes:boots:put on (the feet),8,1,は.く:リ,5c65
2042,璃,glassy:lapis lazuli,8,1,リ,7483
2043,離,detach:separation:disjoin:digress,8,1,はな.れる:はな.す:リ,96e2
2044,陸,land:six,4,2,おか:リク:ロク,9678
2045,立,stand up:rise:set up:erect,1,4,た.つ:-た.つ:た.ち-:た.てる:-た.てる:た.て-:たて-:-た.て:-だ.て:-だ.てる:リツ:リュウ:リットル,7acb
2046,律,rhythm:law:regulation:gauge:control,6,2,リツ:リチ:レツ,5f8b
2047,慄,fear,8,,ふる.える:おそ.れる:おのの.く:リツ,6144
2048,略,abbreviation:omission:outline:shorten:capture:plunder,5,2,ほぼ:はぶ.く:おか.す:おさ.める:はかりごと:はか.る:リャク,7565
2049,柳,willow,8,1,やなぎ:リュウ,67f3
2050,流,current:a sink:flow:forfeit,3,2,なが.れる:なが.れ:なが.す:-なが.す:リュウ:ル,6d41
2051,留,detain:fasten:halt:stop,5,2,と.める:と.まる:とど.める:とど.まる:るうぶる:リュウ:ル,7559
2052,竜,dragon:imperial,8,1,たつ:いせ:リュウ:リョウ:ロウ,7adc
2053,粒,grains:drop:counter for tiny particles,8,2,つぶ:リュウ,7c92
2054,隆,hump:high:noble:prosperity,8,1,リュウ,9686
2055,硫,sulphur,8,1,リュウ,786b
2056,侶,companion:follower,8,,とも:リョ:ロ,4fb6
2057,旅,trip:travel,3,3,たび:リョ,65c5
2058,虜,captive:barbarian:low epithet for the enemy,8,1,とりこ:とりく:リョ:ロ,865c
2059,慮,prudence:thought:concern:consider:deliberate:fear,8,1,おもんぱく.る:おもんぱか.る:リョ,616e
2060,了,complete:finish,8,2,リョウ,4e86
2061,両,both:old Japanese coin:counter for carriages:two,3,2,てる:ふたつ:リョウ,4e21
2062,良,good:pleasing:skilled,4,2,よ.い:-よ.い:い.い:-い.い:リョウ,826f
2063,料,fee:materials,4,3,リョウ,6599
2064,涼,refreshing:nice and cool,8,2,すず.しい:すず.む:すず.やか:うす.い:ひや.す:まことに:リョウ,6dbc
2065,猟,game-hunting:shooting:game:bag,8,1,かり:か.る:リョウ,731f
2066,陵,mausoleum:imperial tomb:mound:hill,8,1,みささぎ:リョウ,9675
2067,量,quantity:measure:weight:amount:consider:estimate:surmise,4,2,はか.る:リョウ,91cf
2068,僚,colleague:official:companion,8,1,リョウ,50da
2069,領,jurisdiction:dominion:territory:fief:reign,5,2,えり:リョウ,9818
2070,寮,dormitory:hostel:villa:tea pavillion,8,1,リョウ,5bee
2071,療,heal:cure,8,2,リョウ,7642
2072,瞭,clear,8,1,あきらか:リョウ,77ad
2073,糧,provisions:food:bread,8,1,かて:リョウ:ロウ,7ce7
2074,力,power:strength:strong:strain:bear up:exert,1,3,ちから:リョク:リキ:リイ,529b
2075,緑,green,3,2,みどり:リョク:ロク,7dd1
2076,林,grove:forest,1,3,はやし:リン,6797
2077,厘,rin:1/10 sen:1/10 bu,8,1,リン,5398
2078,倫,ethics:companion,8,1,リン,502b
2079,輪,wheel:ring:circle:link:loop:counter for wheels and flowers,4,2,わ:リン,8f2a
2080,隣,neighboring,8,1,とな.る:となり:リン,96a3
2081,臨,look to:face:meet:confront:attend:call on,6,1,のぞ.む:リン,81e8
2082,瑠,lapis lazuli,8,1,ル:リュウ,7460
2083,涙,tears:sympathy,8,2,なみだ:ルイ:レイ,6d99
2084,累,accumulate:involvement:trouble:tie up:continually,8,1,ルイ,7d2f
2085,塁,bases:fort:rampart:walls:base(ball),8,1,とりで:ルイ:ライ:スイ,5841
2086,類,sort:kind:variety:class:genus,4,2,たぐ.い:ルイ,985e
2087,令,orders:laws:command:decree:good,4,2,レイ,4ee4
2088,礼,salute:bow:ceremony:thanks:remuneration,3,2,レイ:ライ,793c
2089,冷,cool:cold:chill,4,2,つめ.たい:ひ.える:ひ.や:ひ.ややか:ひ.やす:ひ.やかす:さ.める:さ.ます:レイ,51b7
2090,励,encourage:be diligent:inspire,8,1,はげ.む:はげ.ます:レイ,52b1
2091,戻,re-:return:revert:resume:restore:go backwards,8,2,もど.す:もど.る:レイ,623b
2092,例,example:custom:usage:precedent,4,2,たと.える:レイ,4f8b
2093,鈴,small bell:buzzer,8,1,すず:レイ:リン,9234
2094,零,zero:spill:overflow:nothing:cipher,8,2,ぜろ:こぼ.す:こぼ.れる:レイ,96f6
2095,霊,spirits:soul,8,1,たま:レイ:リョウ,970a
2096,隷,slave:servant:prisoner:criminal:follower,8,1,したが.う:しもべ:レイ,96b7
2097,齢,age,8,2,よわい:とし:レイ,9f62
2098,麗,lovely:beautiful:graceful:resplendent,8,1,うるわ.しい:うら.らか:レイ,9e97
2099,暦,calendar:almanac,8,1,こよみ:レキ:リャク,66a6
2100,歴,curriculum:continuation:passage of time,4,2,レキ:レッキ,6b74
2101,列,file:row:rank:tier:column,3,2,レツ:レ,5217
2102,劣,inferiority:be inferior to:be worse,8,1,おと.る:レツ,52a3
2103,烈,ardent:violent:vehement:furious:severe:extreme,8,1,はげ.しい:レツ,70c8
2104,裂,split:rend:tear,8,1,さ.く:さ.ける:-ぎ.れ:レツ,88c2
2105,恋,romance:in love:yearn for:miss:darling,8,2,こ.う:こい:こい.しい:レン,604b
2106,連,take along:lead:join:connect:party:gang:clique,4,2,つら.なる:つら.ねる:つ.れる:-づ.れ:レン,9023
2107,廉,bargain:reason:charge:suspicion:point:account:purity:honest:low price:cheap:rested:contented:peaceful,8,1,レン,5ec9
2108,練,practice:gloss:train:drill:polish:refine,3,2,ね.る:ね.り:レン,7df4
2109,錬,tempering:refine:drill:train:polish,8,1,ね.る:レン,932c
2110,呂,spine:backbone,8,1,せぼね:ロ:リョ,5442
2111,炉,hearth:furnace:kiln:reactor,8,1,いろり:ロ,7089
2112,賂,bribe,8,,まいな.い:まいな.う:ロ,8cc2
2113,路,path:route:road:distance,3,2,-じ:みち:ロ:ル,8def
2114,露,dew:tears:expose:Russia,8,1,つゆ:ロ:ロウ,9732
2115,老,old man:old age:grow old,4,2,お.いる:ふ.ける:ロウ,8001
2116,労,labor:thank for:reward for:toil:trouble,4,2,ろう.する:いたわ.る:いた.ずき:ねぎら:つか.れる:ねぎら.う:ロウ,52b4
2117,弄,play with:tamper:trifle with,8,,いじく.る:ろう.する:いじ.る:ひねく.る:たわむ.れる:もてあそ.ぶ:ロウ:ル,5f04
2118,郎,son:counter for sons,8,1,おとこ:ロウ:リョウ,90ce
2119,朗,melodious:clear:bright:serene:cheerful,6,1,ほが.らか:あき.らか:ロウ,6717
2120,浪,wandering:waves:billows:reckless:unrestrained,8,1,ロウ,6d6a
2121,廊,corridor:hall:tower,8,1,ロウ,5eca
2122,楼,watchtower:lookout:high building,8,1,たかどの:ロウ,697c
2123,漏,leak:escape:time,8,1,も.る:も.れる:も.らす:ロウ,6f0f
2124,籠,basket:devote oneself:seclude oneself:cage:coop:implied,8,,かご:こ.める:こも.る:こ.む:ロウ:ル,7c60
2125,六,six,1,4,む:む.つ:むっ.つ:むい:ロク:リク,516d
2126,録,record,4,2,しる.す:と.る:ロク,9332
2127,麓,foot of a mountain,8,,ふもと:ロク,9e93
2128,論,argument:discourse,6,2,ロン,8ad6
2129,和,harmony:Japanese style:peace:soften:Japan,3,2,やわ.らぐ:やわ.らげる:なご.む:なご.やか:あ.える:ワ:オ:カ,548c
2130,話,tale:talk,2,4,はな.す:はなし:ワ,8a71
2131,賄,bribe:board:supply:finance,8,1,まかな.う:ワイ,8cc4
2132,脇,armpit:the other way:another place:flank:supporting role,8,,わき:わけ:キョウ,8107
2133,惑,beguile:delusion:perplexity,8,1,まど.う:ワク,60d1
2134,枠,frame:framework:spindle:spool:bounding-box:(kokuji),8,1,わく,67a0
2135,湾,gulf:bay:inlet,8,2,いりえ:ワン,6e7e
2136,腕,arm:ability:talent,8,2,うで:ワン,8155
