kanji,meanings
梠,a kind of quince
桾,type of fruit tree
椥,type of evergreen tree:(kokuji)
楫,sculling oar
榿,alder
橙,bitter orange
櫚,kind of quince
櫺,latticework
殕,grow mouldy
殞,fall:die
氓,people
泯,die out:dim
洽,far and wide
洳,wet
涓,drop:pure
濤,waves:billows
滄,ocean
滬,weir:another name for Shanghai
漱,gargle:rinse mouth
潯,shore:banks
澡,wash
烙,burn
焙,fire:roast
牾,go against:be contrary to
狢,badger
狷,short-tempered
獸,beast:animal:bestial
獺,otter
珞,necklace
珸,jewel
畧,abbreviation:omission:outline:shorten:capture:plunder
疇,before:companion:same kind
瘡,wound:boil:syphilis
癩,leprosy
癰,boil:carbuncle
皚,white
盒,covered utensil
矼,stepping stone:hard:serious minded
砒,arsenic
砠,stony hill:stony mountain
硅,silicon
硼,sound of stones struck together:boron
碚,mound:bud
碌,satisfactory
碯,agate
磑,mortar:hand mill
磋,polish
磔,crucifixion
碼,number:wharf:agate:yard (91.44 cm)
磊,many stones
磬,upside-V-shaped gong
磴,stone steps:stone bridge
礬,alum
筥,round basket
箚,progress report
篩,sieve:sift:screen
籌,plan
粭,chaff:rice hulls:(kokuji)
絮,cotton
絽,silk gauze
緝,spin thread:bring together:shine
緡,paper string
纈,tie-dyeing:purblind
罟,net
罠,trap:snare
羂,trap:snare
聒,noisy
聟,son-in-law
膕,hollow of knee
舍,inn:hut:house:mansion
舐,lick:lap up:burn up:taste:undergo:underrate:despise
艙,hold (ship)
茴,fennel
茖,mountain leek:garlic
茹,boil:seethe
荅,adzuki beans:thick
茗,tea
莟,bud (plant)
荳,bean:nutmeg
葆,dense growth:keep:adhere to:conceal
蕁,a kind of grass
蛔,intestinal worms
蛞,kind of slug
蝠,bat
雖,although:however
蟶,razor clam
衙,government office
衞,defense
袁,long kimono
褓,diaper
襭,tuck into one's obi
覬,coveting high rank
諱,posthumous (real) name
證,proof:evidence:certificate:testify:verify:guarantee:witness
譟,shout:be noisy
谿,valley
豈,an interjection of surprise
貉,badger
贏,victory:surplus
趾,footprint:remains
跖,sole of the foot
跟,heel
跼,bow:stoop:bend over:crouch
踉,stagger:falter
跿,barefoot
踝,ankle
踐,step on:trample:practice:carry through
踟,hesitate
蹂,step on
踰,go beyond
蹊,path
蹉,stumble
蹌,move:stagger
蹈,step on:trample:carry through:appraise:evade payment
蹤,footprints:traces:tracks
踪,remains:clue:footprint
蹲,crouch:squat:cower
躁,noisy
躇,hesitate
躊,hesitate
躓,stumble
躑,squat:sit on heels:loiter
躙,edge forward:trample
躪,edge forward:trample
躡,step on
輅,carriage
輻,spoke (wheel)
轅,shaft
迴,go around
逞,sturdy:brawny:bold
郢,place name
扈,follow
鄙,lowly:the country:the countryside:be countrified
酩,sweet sake
酲,hangover
鉐,brass
銛,harpoon:gaff
鐶,metal ring:link:drawer pull
鐵,iron
鐡,iron
鑄,cast:mint
閭,rural area
閾,threshold
闊,wide
濶,wide
隕,fall
鞳,rumbling
韋,tanned leather radical (no. 178)
韜,bag:wrapping
頡,take wing:fly up
頷,nod approval
馘,behead:dismiss
駱,white horse
髻,samurai topknot
鬟,topknot:chignon:male hairstyle of looped ponytails
鬪,fighting
鮖,bullhead:(kokuji)
鴿,dove:temple pigeon
鵑,cuckoo
黠,crafty
皷,drum:beat:rouse
龕,alcove for an image
龠,flute
囲,surround:besiege:store:paling:enclosure:encircle:preserve:keep
因,cause:factor:be associated with:depend on:be limited to
姻,matrimony:marry
恩,grace:kindness:goodness:favor:mercy:blessing:benefit
菌,germ:fungus:bacteria
口,mouth
困,quandary:become distressed:annoyed
梱,pack:tie up:bale
図,map:drawing:plan:extraordinary:audacious
団,group:association
悃,sincerity
惱,angered:filled with hate
椢,bottom:box:type of oak tree
氤,spirited
湎,drown:be immersed
溷,get muddy
烟,smoke
瑙,agate:onyx
箘,a type of bamboo:bamboo shoots:dice
篦,spatula:arrow shaft
總,collect:overall:altogether
聰,wise:fast learner
腦,brain:memory
臘,12th lunar month
茵,cushion:mattress
蓖,castor-oil plant
貔,brave heraldic beast
鑞,solder
鬣,mane
麕,roe deer
娃,beautiful
越,surpass:cross over:move to:exceed:Vietnam
煙,smoke
牡,male
佳,excellent:beautiful:good:pleasing:skilled
街,boulevard:street:town
浬,knot:nautical mile
蛙,frog
垣,hedge:fence:wall
赫,suddenly:brighten:illuminate:light up
規,standard:measure
起,rouse:wake up:get up
圭,square jewel:corner:angle:edge
珪,jade scepter or tablet (authority symbol)
桂,Japanese Judas-tree:cinnamon tree
畦,rice paddy ridge:furrow:rib
墾,ground-breaking:open up farmland
栽,plantation:planting
載,ride:board:get on:place:spread:10**44:record:publish
鮭,salmon
詩,poem:poetry
侍,waiter:samurai:wait upon:serve
寺,Buddhist temple
持,hold:have
時,time:hour
痔,piles:hemorrhoids
蒔,sow (seeds)
赦,pardon:forgiveness
社,company:firm:office:association:shrine
庄,level:in the country:manor:village:hamlet
粧,cosmetics:adorn (one's person)
場,location:place
塵,dust:trash:garbage
赤,red
繊,slender:fine:thin kimono
塑,model:molding
走,run
増,increase:add:augment:gain:promote
堆,piled high
待,wait:depend on
達,accomplished:reach:arrive:attain
坦,level:wide
地,ground:earth
墜,crash:fall (down)
坪,two-mat area:approx. thirty-six sq ft
堤,dike:bank:embankment
堵,fence:railing:enclosure
徒,on foot:junior:emptiness:vanity:futility:uselessness:ephemeral thing:gang:set:party:people
杜,woods:grove
等,etc.:and so forth:class (first):quality:equal:similar
特,special
埜,open country:field:wilderness
封,seal:closing
陛,highness:steps (of throne)
墓,grave:tomb
坊,boy:priest's residence:priest
墨,black ink:India ink:ink stick:Mexico
埋,bury:be filled up:embedded
傲,be proud
圸,steep slope:(kokuji)
坎,pitfall
圻,region surrounding the capital
址,ruins
坩,jar:pot
垈,swamp:wetlands:muddy fields:(kokuji)
坿,slope:hill
垠,limit:boundary
垳,cliff:used in proper names:(kokuji)
埆,barren land
埒,picket:limits:be settled
堋,bury:archery target mound
塲,open space:field:market
塢,fortress embankment:village
塰,title of a Noh play:(kokuji)
毀,break:destroy:censure:be chipped:be scratched:be broken:be ruined
