kanji,meanings
梠,a kind of quince
桾,type of fruit tree
椥,type of evergreen tree:(kokuji)
楫,sculling oar
榿,alder
橙,bitter orange
櫚,kind of quince
櫺,latticework
殕,grow mouldy
殞,fall:die
氓,people
泯,die out:dim
洽,far and wide
洳,wet
涓,drop:pure
濤,waves:billows
滄,ocean
滬,weir:another name for Shanghai
漱,gargle:rinse mouth
潯,shore:banks
澡,wash
烙,burn
焙,fire:roast
牾,go against:be contrary to
狢,badger
狷,short-tempered
獸,beast:animal:bestial
獺,otter
珞,necklace
珸,jewel
畧,abbreviation:omission:outline:shorten:capture:plunder
疇,before:companion:same kind
瘡,wound:boil:syphilis
癩,leprosy
癰,boil:carbuncle
皚,white
盒,covered utensil
矼,stepping stone:hard:serious minded
砒,arsenic
砠,stony hill:stony mountain
硅,silicon
硼,sound of stones struck together:boron
碚,mound:bud
碌,satisfactory
碯,agate
磑,mortar:hand mill
磋,polish
磔,crucifixion
碼,number:wharf:agate:yard (91.44 cm)
磊,many stones
磬,upside-V-shaped gong
磴,stone steps:stone bridge
礬,alum
筥,round basket
箚,progress report
篩,sieve:sift:screen
籌,plan
粭,chaff:rice hulls:(kokuji)
絮,cotton
絽,silk gauze
緝,spin thread:bring together:shine
緡,paper string
纈,tie-dyeing:purblind
罟,net
罠,trap:snare
羂,trap:snare
聒,noisy
聟,son-in-law
膕,hollow of knee
舍,inn:hut:house:mansion
舐,lick:lap up:burn up:taste:undergo:underrate:despise
艙,hold (ship)
茴,fennel
茖,mountain leek:garlic
茹,boil:seethe
荅,adzuki beans:thick
茗,tea
莟,bud (plant)
荳,bean:nutmeg
葆,dense growth:keep:adhere to:conceal
蕁,a kind of grass
蛔,intestinal worms
蛞,kind of slug
蝠,bat
雖,although:however
蟶,razor clam
衙,government office
衞,defense
袁,long kimono
褓,diaper
襭,tuck into one's obi
覬,coveting high rank
諱,posthumous (real) name
證,proof:evidence:certificate:testify:verify:guarantee:witness
譟,shout:be noisy
谿,valley
豈,an interjection of surprise
貉,badger
贏,victory:surplus
趾,footprint:remains
跖,sole of the foot
跟,heel
跼,bow:stoop:bend over:crouch
踉,stagger:falter
跿,barefoot
踝,ankle
踐,step on:trample:practice:carry through
踟,hesitate
蹂,step on
踰,go beyond
蹊,path
蹉,stumble
蹌,move:stagger
蹈,step on:trample:carry through:appraise:evade payment
蹤,footprints:traces:tracks
踪,remains:clue:footprint
蹲,crouch:squat:cower
躁,noisy
躇,hesitate
躊,hesitate
躓,stumble
躑,squat:sit on heels:loiter
躙,edge forward:trample
躪,edge forward:trample
躡,step on
輅,carriage
輻,spoke (wheel)
轅,shaft
迴,go around
逞,sturdy:brawny:bold
郢,place name
扈,follow
鄙,lowly:the country:the countryside:be countrified
酩,sweet sake
酲,hangover
鉐,brass
銛,harpoon:gaff
鐶,metal ring:link:drawer pull
鐵,iron
鐡,iron
鑄,cast:mint
閭,rural area
閾,threshold
闊,wide
濶,wide
隕,fall
鞳,rumbling
韋,tanned leather radical (no. 178)
韜,bag:wrapping
頡,take wing:fly up
頷,nod approval
馘,behead:dismiss
駱,white horse
髻,samurai topknot
鬟,topknot:chignon:male hairstyle of looped ponytails
鬪,fighting
鮖,bullhead:(kokuji)
鴿,dove:temple pigeon
鵑,cuckoo
黠,crafty
皷,drum:beat:rouse
龕,alcove for an image
龠,flute
囲,surround:besiege:store:paling:enclosure:encircle:preserve:keep
因,cause:factor:be associated with:depend on:be limited to
姻,matrimony:marry
恩,grace:kindness:goodness:favor:mercy:blessing:benefit
菌,germ:fungus:bacteria
口,mouth
困,quandary:become distressed:annoyed
梱,pack:tie up:bale
図,map:drawing:plan:extraordinary:audacious
団,group:association
悃,sincerity
惱,angered:filled with hate
椢,bottom:box:type of oak tree
氤,spirited
湎,drown:be immersed
溷,get muddy
烟,smoke
瑙,agate:onyx
箘,a type of bamboo:bamboo shoots:dice
篦,spatula:arrow shaft
總,collect:overall:altogether
聰,wise:fast learner
腦,brain:memory
臘,12th lunar month
茵,cushion:mattress
蓖,castor-oil plant
貔,brave heraldic beast
鑞,solder
鬣,mane
麕,roe deer
娃,beautiful
越,surpass:cross over:move to:exceed:Vietnam
煙,smoke
牡,male
佳,excellent:beautiful:good:pleasing:skilled
街,boulevard:street:town
浬,knot:nautical mile
蛙,frog
垣,hedge:fence:wall
赫,suddenly:brighten:illuminate:light up
規,standard:measure
起,rouse:wake up:get up
圭,square jewel:corner:angle:edge
珪,jade scepter or tablet (authority symbol)
桂,Japanese Judas-tree:cinnamon tree
畦,rice paddy ridge:furrow:rib
墾,ground-breaking:open up farmland
栽,plantation:planting
載,ride:board:get on:place:spread:10**44:record:publish
鮭,salmon
詩,poem:poetry
侍,waiter:samurai:wait upon:serve
寺,Buddhist temple
持,hold:have
時,time:hour
痔,piles:hemorrhoids
蒔,sow (seeds)
赦,pardon:forgiveness
社,company:firm:office:association:shrine
庄,level:in the country:manor:village:hamlet
粧,cosmetics:adorn (one's person)
場,location:place
塵,dust:trash:garbage
赤,red
繊,slender:fine:thin kimono
塑,model:molding
走,run
増,increase:add:augment:gain:promote
堆,piled high
待,wait:depend on
達,accomplished:reach:arrive:attain
坦,level:wide
地,ground:earth
墜,crash:fall (down)
坪,two-mat area:approx. thirty-six sq ft
堤,dike:bank:embankment
堵,fence:railing:enclosure
徒,on foot:junior:emptiness:vanity:futility:uselessness:ephemeral thing:gang:set:party:people
杜,woods:grove
等,etc.:and so forth:class (first):quality:equal:similar
特,special
埜,open country:field:wilderness
封,seal:closing
陛,highness:steps (of throne)
墓,grave:tomb
坊,boy:priest's residence:priest
墨,black ink:India ink:ink stick:Mexico
埋,bury:be filled up:embedded
傲,be proud
圸,steep slope:(kokuji)
坎,pitfall
圻,region surrounding the capital
址,ruins
坩,jar:pot
垈,swamp:wetlands:muddy fields:(kokuji)
坿,slope:hill
垠,limit:boundary
垳,cliff:used in proper names:(kokuji)
埆,barren land
埒,picket:limits:be settled
堋,bury:archery target mound
塲,open space:field:market
塢,fortress embankment:village
塰,title of a Noh play:(kokuji)
毀,break:destroy:censure:be chipped:be scratched:be broken:be ruined
塒,roost:hen coop:spiral
堽,mound:used in place names
塹,moat:ditch
墅,shed:country house:countryside
墹,steep slope
墫,cup
墸,hesitate
墮,descend to:lapse into:degenerate
壗,steep slope
壘,fort:rampart:walls:base(ball)
壟,mound:grave:rice field dike
壻,son-in-law
奎,star:god of literature
峙,tower:soar
幇,help
恚,anger
恃,depend on
懴,remorse
截,cut off:sever
挂,hang
捏,knead:mix
敖,play:be proud
殱,massacre
汢,wetland:marsh:(kokuji)
涅,black soil
湮,sink
熬,parch:roast
甄,porcelain:make clear:distinguish between
畤,festival grounds
疆,boundary
籖,lottery:raffle
纎,fine:delicate:minute:graceful
肚,belly:stomach
螯,claws
螫,bee sting
袿,ancient ordinary kimono
覲,see:have an audience with
贅,luxury
賍,bribery
赭,red
赱,walk:go on foot:run:leave
趁,go to:follow
趙,nimble:late-going
遨,play:enjoyment
閨,bedroom
鞋,straw sandals
韃,whip:region name
鰲,huge sea turtle
鼇,great sea turtle
荏,bean:perilla:herb:soft:pliable
款,goodwill:article:section:friendship:collusion
仕,attend:doing:official:serve
志,intention:plan:resolve:aspire:motive:hopes:shilling
誌,document:records
実,reality:truth
声,voice
壮,robust:manhood:prosperity
荘,villa:inn:cottage:feudal manor:solemn:dignified
装,attire:dress:pretend:disguise:profess
廷,courts:imperial court:government office
俵,bag:bale:sack:counter for bags
表,surface:table:chart:diagram
壯,big:large:robust:name of tribe
奘,large:great
弉,large:powerful:stout:thick
痣,birthmark:mole
聲,sound:voice:noise:tone:music
莊,broom
衽,neck of a garment:gusset:gore
裝,dress:pretend:disguise:profess
謦,coughing
賣,sell:betray:show off
榎,lotus tree:nettle tree:hackberry
夏,summer
緩,slacken:loosen:relax:lessen:be moderate:ease
徽,good:beautiful:badge
後,behind:back:later
終,end:finish
条,article:clause:item:stripe:streak
数,number:strength:fate:law:figures
麦,barley:wheat
髪,hair of the head
復,restore:return to:revert:resume
腹,abdomen:belly:stomach
複,duplicate:double:compound:multiple
覆,capsize:cover:shade:mantle:be ruined
麺,noodles:wheat flour
薮,thicket:bush:underbrush:grove
履,perform:complete:footgear:shoes:boots:put on (the feet)
隆,hump:high:noble:prosperity
夊,winter variant radical (no. 34)
嶐,shape of a mountain
廈,house
徼,seek:enquire:go around:border
愎,go against:disobey
倏,quick:prompt
篷,woven rush awning
絛,braid
蝮,viper:adder:asp
輹,connection between axle and carriage
馥,perfume
鰒,abalone:puffer fish
麥,wheat
麪,noodles:wheat flour
移,shift:move:change:drift:catch (cold, fire):pass into
傑,greatness:excellence
拶,be imminent:draw close
汐,eventide:tide:salt water:opportunity
舛,dancing radical (no. 136)
然,sort of thing:so:if so:in that case:well
多,many:frequent:much
撚,twist:twine:kinky
燃,burn:blaze:glow
桝,measuring box:(kokuji)
燐,phosphorus
隣,neighboring
鱗,scales (fish)
麟,Chinese unicorn:genius:giraffe:bright:shining
憐,pity:have mercy:sympathise:compassion
侈,luxury:pride
夛,much:many:more than:over
梦,dream:visionary:wishful
夥,immense:tremendous
奬,prize:reward:give award to
將,commander:general:admiral
桀,measuring box
漿,a drink
獎,prize:reward:give award to
鄰,neighbor:neighborhood
鏘,tinkling of jade or metal pendants
庵,hermitage:retreat
倦,lose interest in:tire of
拳,fist
捲,roll:wind:coil:turn pages:roll up sleeves:strip off:be turned:be rolled up
蚕,silkworm
臭,stinking:ill-smelling:suspicious looking:odor:savor:fragrance:be fragrant:stink:glow:be bright
奨,exhort:urge:encourage
笑,laugh
尖,be pointed:sharp:taper:displeased:angry:edgy
遷,transition:move:change
送,escort:send
奪,rob:take by force:snatch away:dispossess:plunder:usurp
鄭,an ancient Chinese province
天,heavens:sky:imperial
奈,Nara:what?
捺,press:print:affix a seal:stamp
漠,vague:obscure:desert:wide
莫,must not:do not:be not
美,beauty:beautiful
奮,stirred up:be invigorated:flourish
慕,pining:yearn for:love dearly:adore
暮,evening:twilight:season's end:livelihood:make a living:spend time
幕,curtain:bunting:act of play
膜,membrane
摸,search:imitate:copy
模,imitation:copy:mock
戻,re-:return:revert:resume:restore:go backwards
涙,tears:sympathy
類,sort:kind:variety:class:genus
僊,hermit
奚,servant:what:why
奢,extravagance:luxury
奠,decision
寞,lonely:quiet
捩,screw:twist:wrench:distort
擲,hit:resign
昊,sky:big
溪,valley
濮,name of Chinese river
獏,tapir
瓠,gourd
糢,rice snacks
綟,yellowish green:coarse mesh linen
羃,power:exponent
羹,hot soup
莽,grass:grassy field
蟇,toad
蟆,toad
蟒,boa constrictor:python
謨,plan:deliberate
貘,tapir
躾,training:(kokuji)
驀,going straight forward
鴦,female mandarin duck
鷄,chicken
姐,elder sister:maidservant
安,relax:cheap:low:quiet:rested:contented:peaceful
按,hold:consider:investigate
案,plan:suggestion:draft:ponder:fear:proposition:idea:expectation:worry:table:bench
鞍,saddle
委,committee:entrust to:leave to:devote:discard
萎,wither:droop:lame
嬰,sharp (music):baby
宴,banquet:feast:party
嫁,marry into:bride
姦,wicked:mischief:seduce:rape:noisy
好,fond:pleasing:like something
腰,loins:hips:waist:low wainscoting
婚,marriage
桜,cherry
嫉,jealous:envy
屡,often:frequently
妾,concubine
娼,prostitute
姓,surname
接,touch:contact:adjoin:piece together
妥,gentle:peace:depravity
嬬,mistress:weak
汝,you:thou
媒,mediator:go-between
妃,queen:princess
姫,princess
妨,disturb:prevent:hamper:obstruct
婿,bridegroom:son-in-law
娘,daughter:girl
要,need:main point:essence:pivot:key to
楼,watchtower:lookout:high building
倭,Yamato:ancient Japan
奸,wickedness:mischief:rudeness
妝,dress up
侫,flattery:insincerity
妣,mother
妲,female proper name
姆,wet nurse
姜,Chinese surname:ginger
婪,covet
媼,mother:grandma:old woman
媽,mother:mare
嫣,beauty
嫖,wanton:hedonistic
嫺,refined:elegant:skilled
嫻,elegant:refined:skillful
嬶,wife (vulg):(kokuji)
孀,widow
妛,despise:contempt:ugly:same as
悽,be sad:be sorrowful
晏,late:quiet:sets (sun)
椄,graft
櫻,cherry
瓔,jewelled necklace
珱,a necklace made of precious stones
痿,atrophy:go numb:be paralysed
矮,low:short
籔,thicket:bush:underbrush:grove
綏,peaceful:cheap:grab strap
纓,crown string:breast harness
逶,long:winding:oblique
霎,light rain:short while
餒,hunger:spoil
鮟,angler-fish
鸚,parrot:parakeet
季,seasons
教,teach:faith:doctrine
孤,orphan:alone
菰,reed used for matting
孝,filial piety:child's respect
酵,fermentation
仔,offspring (animal):detailed:fine
孜,industriousness
字,character:letter:word:section of village
浮,floating:float:rise to surface
孟,chief:beginning
猛,fierce:rave:rush:become furious:wildness:strength
遊,play
李,plum
俘,captive
孕,become pregnant
孚,sincere:nourish:encase
孳,increase:bear children
斈,learning:knowledge:school
孱,weak:steep
悸,pulsate:shudder
桴,drumstick:raft
殍,dying of starvation
游,float:swim
潺,sound of flowing water
艀,sampan:lighter:barge
蜉,kind of ant:may fly
蝣,mayfly
郛,earthwork enclosure around a castle
家,house:home:family:professional:expert:performer
稼,earnings:work:earn money
萱,miscanthus reed
寛,tolerant:leniency:generosity:relax:feel at home:be at ease:broadminded
宜,best regards:good
誼,friendship:intimacy
守,guard:protect:defend:obey
狩,hunt:raid:gather
宗,religion:sect:denomination:main point:origin:essence
宿,inn:lodging:relay station:dwell:lodge:be pregnant:home:dwelling
縮,shrink:contract:shrivel:wrinkle:reduce
宵,wee hours:evening:early night
錠,lock:fetters:shackles
審,hearing:judge:trial
崇,adore:respect:revere:worship
宣,proclaim:say:announce
宋,dwell:Sung dynasty
綜,rule:synthesize
綻,be rent:ripped:unravel:run:begin to open:smile
寵,affection:love:patronage
鶴,crane:stork
定,determine:fix:establish:decide
淀,pool:eddy
寮,dormitory:hostel:villa:tea pavillion
牢,prison:jail:hardness
宦,official
寉,crane (bird)
寔,real:genuine:actual
實,truth:reality
寳,treasure:jewel:precious:rare
掟,law:commandments:regulations
棕,hemp palm
淙,sound of running water
瀋,juice:broth
疉,repeat:duplicate:repetitious
粽,rice dumplings steamed in bamboo leaves
糘,chaff:rice hulls:(kokuji)
聢,certainly:(kokuji)
萓,day lily
蓿,clover:medic
諚,command:(kokuji)
鏥,rust:corrosion
尉,military officer:jailer:old man:rank
慰,consolation:amusement:seduce:cheer:make sport of:comfort:console
欝,gloom:depression:melancholy
蔚,dense growth
射,shoot:shine into:onto:archery
謝,apologize:thank:refuse
爵,baron:peerage:court rank
遵,abide by:follow:obey:learn
将,leader:commander:general:admiral:or:and again:soon:from now on:just about
蒋,reed
醤,a kind of miso
尊,revered:valuable:precious:noble:exalted
村,village:town
対,vis-a-vis:opposite:even:equal:versus:anti-:compare
耐,-proof:enduring
樽,barrel:cask:keg
酎,sake
討,chastise:attack:defeat:destroy:conquer
導,guidance:leading:conduct:usher
得,gain:get:find:earn:acquire:can:may:able to:profit:advantage:benefit
肘,elbow:arm
付,adhere:attach:refer to:append
府,borough:urban prefecture:govt office:representative body:storehouse
符,token:sign:mark:tally:charm
腐,rot:decay:sour
附,affixed:attach:refer to:append
鮒,carp
鱒,salmon trout
俯,bend down:lie prostrate
對,correct:right:facing:opposed
忖,conjecture
拊,slap:strike
柎,raft:calyx
椨,type of evergreen camphor tree:(kokuji)
溽,humid
熨,flatiron:smooth out
紂,harness strap:window
縟,decoration
罸,punishment:penalty
腑,viscera:bowels
苻,kudzu-like plant
蓐,bed
蓴,type of water plant
褥,cushion:mattress:bedding
麝,musk deer
隙,crevice:fissure:discord:opportunity:leisure
県,prefecture
糸,thread
穆,respectful:mild:beautiful
僚,colleague:official:companion
療,heal:cure
瞭,clear
遼,distant
敍,express:state:relate:narrate
敘,express:state:relate:narrate
珎,precious:valuable:rare
畭,new field
齋,Buddhist food:room:religious purification:worship:avoid:alike
耽,addicted:absorbed in
沈,sink:be submerged:subside:be depressed:aloes
眈,watch intently
酖,addiction:poison
鴆,a poisonous Chinese bird
駅,station
梶,sculling oar
屑,rubbish:junk:trash:waste:scraps
刷,printing:print:brush
尻,buttocks:hips:butt:rear
層,stratum:social class:layer:story:floor
択,choose:select:elect:prefer
沢,swamp:marsh:brilliance:grace
遅,slow:late:back:later
屠,slaughter:butcher:slay
尿,urine
尾,tail:end:counter for fish:lower slope of mountain
侭,as it is:because
漏,leak:escape:time
屁,fart:passing gas
屎,shit:excrement
屓,exerting strength
爲,change:be of use:reach to:do:try:practice:cost:serve as
穉,infancy
遲,late:tardy:slow:delay
鈬,bell:surname
逆,inverted:reverse:opposite:wicked
朔,conjunction (astronomy):first day of month:north
遡,go upstream:retrace the past
愬,complain of
槊,halberd
溯,go upstream:retrace the past
艸,grass:plants:grass radical (no. 140)
蚩,fool:make a fool of
闕,lack:gap:fail:imperial palace
岳,point:peak:mountain
催,sponsor:hold (a meeting):give (a dinner)
瑞,congratulations
仙,hermit:wizard:cent
岱,old name for a Chinese mountain:Taishan
辿,follow (road):pursue
端,edge:origin:end:point:border:verge:cape
徴,indications:sign:omen:symptom:collect:seek:refer to:question
懲,penal:chastise:punish:discipline
島,island
嶋,island
微,delicate:minuteness:insignificance
崩,crumble:die:demolish:level
嵐,storm:tempest
岌,high:dangerous
岑,peak:mountaintop
岻,name of a mountain
岶,dense mountain vegetation
峭,high & steep
嶌,island
崟,peak:mountaintop:steep:lofty
崑,place name
崔,cliff:bluff:precipice
嵌,go into:plunge:inlay
嵎,mountain recesses
嵳,high:towering:irregular:rugged
嶄,steep or high mountain
嶽,peak
巒,small peak
惴,fear:be afraid
揣,conjecture
搗,pound:husk
摧,break:smash:crush:familiar:popular
杣,timber:lumber:woodcutter:(kokuji)
槝,oak:mooring pole:used in proper names:(kokuji)
汕,fish swimming:fishing with a net
湍,rapids
澂,clear and still water
猯,wild boar
疝,colic:stomach ache
繃,wrap
閊,to be obstructed:to be blocked:(kokuji)
黴,mold:mildew
釧,bracelet
訓,instruction:Japanese character reading:explanation:read
荒,laid waste:rough:rude:wild
災,disaster:calamity:woe:curse:evil
巡,patrol:go around:circumference
順,obey:order:turn:right:docility:occasion
馴,get used to:experienced:tamed
剄,beheading
徑,path:diameter:method
痙,have a cramp
經,classic works:pass through
緇,black clothing:priest
脛,leg:shin
莖,stem:stalk
輕,light:easy:simple:gentle
輜,wagon:dray:canopied cart
逕,path
錙,unit of weight:small:slight
頸,neck:head
鯔,mullet (fish)
攻,aggression:attack:criticize:polish
江,creek:inlet:bay
紅,crimson:deep red
貢,tribute:support:finance
項,paragraph:nape of neck:clause:item:term (expression)
鴻,large bird:wild goose:large:great:powerful:prosperous
試,test:try:attempt:experiment:ordeal
式,style:ceremony:rite:function:method:system:form:expression
拭,wipe:mop:swab
虹,rainbow
杢,woodworker:(kokuji)
弑,murder one's lord or father
扛,raise
搓,braid:cut
杠,lever:pole:crowbar:carry on the shoulder
椌,type of ancient musical instrument:unadorned tool
槓,lever
汞,mercury
熕,cannon:(kokuji)
穩,calm
縒,twist
肛,anus
訌,get confused
軾,front railing on a carriage
隱,hide:conceal:cover
改,reformation:change:modify:mend:renew:examine:inspect:search
忌,mourning:abhor:detestable:death anniversary
紀,chronicle:account:narrative:history:annals:geologic period
記,scribe:account:narrative
配,distribute:spouse:exile:rationing
杞,river willow
爬,scratch
祀,enshrine:worship
錦,brocade:fine dress:honors
製,made in...:manufacture
席,seat:mat:occasion:place
帳,notebook:account book:album:curtain:veil:net:tent
幡,flag
帽,cap:headgear
棉,cotton
綿,cotton
帋,paper:stationary:document
帛,cloth
帷,curtain:screen
幟,flag:banner:streamer
幢,flag:banner
芋,potato
刊,publish:carve:engrave
汗,sweat:perspire
竿,pole:rod:scale beam:violin neck
肝,liver:pluck:nerve:chutzpah
軒,flats:counter for houses:eaves
秤,balances:scales:steelyard
平,even:flat:peace
幵,put together
怦,in a hurry:excited:agitated
悍,rough:clumsy:violent
扞,restrain
捍,defend:protect
旱,drought:dry weather
杆,shield:pole
栞,bookmark:guidebook
桿,shield:pole
泙,surging water
湃,sound of waves
滸,vicinity
稈,straw:hollow stem
苹,duckweed:mugwort
萍,floating plants
訐,divulge:reveal
鑿,chisel
駻,rage:run wild
鮃,flounder:flatfish
鼾,snoring
畿,capital:suburbs of capital
郷,home town:village:native place:district
響,echo:sound:resound:ring:vibrate
饗,banquet
幻,phantasm:vision:dream:illusion:apparition
慈,mercy
滋,nourishing:more & more:be luxuriant:planting:turbidity
聯,party:gang:clique
麼,rope
樂,music:comfort
櫟,oak for charcoal
濕,wet:moist:humid:damp:an illness
聨,party:gang:clique
茲,here
藥,medicine:chemical:enamel:gunpowder:benefit
酳,drunken babbling:offer
關,connection:barrier:gateway:involve:concerning
隰,be moist:be wet
顯,manifest:display:evident:clear
応,apply:answer:yes:OK:reply:accept
庫,warehouse:storehouse
康,ease:peace
糠,rice bran
漉,manufacture paper:spread out thin:strain:percolate
鹿,deer
遮,intercept:interrupt:obstruct
庶,commoner:all:bastard
床,bed:counter for beds:floor:padding:tatami
薦,recommend:mat:advise:encourage:offer
鷹,hawk
底,bottom:sole:depth:bottom price:base:kind:sort
庭,courtyard:garden:yard
庇,protect:shield:defend:eaves:canopy:penthouse:visor
摩,chafe:rub:polish:grind:scrape
麻,hemp:flax:numb
傭,employ:hire
庸,commonplace:ordinary:employment
廊,corridor:hall:tower
麓,foot of a mountain
庠,school
廁,toilet:lavatory:mingle with
廂,eaves:canopy:vizor:hallways
廐,barn:stable
廏,barn:stable
廢,abrogate:terminate:discard
慷,weep:grieve
應,answer:yes:OK:reply:accept
麾,beckon to:command
糜,be inflamed
縻,rope
膺,breast:strike
軈,soon after:presently:almost:all but:no more than:after all:(kokuji)
轆,pulley:roller
鏖,massacre:annihilation
鱇,anglerfish
麋,reindeer
靡,flutter:wave:bow to:obey:seduce
延,prolong:stretching
健,healthy:health:strength:persistence
建,build
鍵,key
挺,counter for guns, inksticks, palanquins, rickshaws:bravely volunteer
艇,rowboat:small boat
廼,in other words:thou:you:possessive particle
梃,lever
腱,tendon
霆,lightning:thunder
戒,commandment
械,contraption:fetter:machine:instrument
開,open:unfold:unseal
算,calculate:divining:number:abacus:probability
鼻,nose:snout
弄,play with:tamper:trifle with
彝,moral principle
枅,rafter:place name
舁,bear:carry
誡,admonish:warn:prohibit
袋,sack:bag:pouch
貸,lend
黛,blackened eyebrows
代,substitute:change:convert:replace:period:age:counter for decades of ages, eras, etc.:generation:charge:rate:fee
鳶,black kite:fireman:hook
斌,beautiful:harmony of appearance
賦,levy:ode:prose:poem:tribute:installment
武,warrior:military:chivalry:arms
鵡,cockatoo
弌,one
曵,trail:tow:drag:pull
杙,stake:post:picket:piling
玳,tortoise shell
貮,number two
粥,rice gruel
彊,strong
弧,arc:arch:bow
第,No.:residence
弛,slacken:relax
張,lengthen:counter for bows & stringed instruments:stretch:spread:put up (tent)
丐,beggar:beg:give
弖,phoneme only:(kokuji)
弭,stop:cease:notches where drawstring is attached to the bow
弸,strong bow:full
彎,curve:stretching a bow
漲,overflow
灣,gulf:bay:inlet
發,departure:publish:emit:start from:disclose
躬,body:self
縁,affinity:relation:connection:edge:border:verge:brink
穏,calm:quiet:moderation
互,mutually:reciprocally:together
捷,victory:fast
雪,snow
逮,apprehend:chase
濯,laundry:wash:pour on:rinse
鱈,codfish:(kokuji)
擢,excel in:surpass:pull out:select
当,hit:right:appropriate:himself
剥,come off:peel:fade:discolor
曜,weekday
緑,green
禄,fief:allowance:pension:grant:happiness
録,record
儘,as it is:because
彑,pig's head radical variant (no. 58)
戳,poke:prod
掾,help:subordinate official:obsolete government service rank
档,bookshelf:archives
棣,flowering almond
椽,rafter:porch
櫂,oar:scull:paddle
櫞,kind of lemon tree
沍,close up:freeze over:congeal
燿,shine
盡,exhaust:use up:run out of:deplete:befriend:serve
肅,quietly:softly:solemnly
膤,snow:(kokuji)
艝,sled:sleigh:(kokuji)
轌,sleigh:sled:(kokuji)
隶,extend:give:cast:slave radical (no. 171)
彩,coloring:paint:makeup
疹,measles:sickness
診,checkup:seeing:diagnose:examine
須,ought:by all means:necessarily
杉,cedar:cryptomeria
珍,rare:curious:strange
彬,refined:gentle
殄,all:completely
畛,boundary between paddies
蓚,(used only in compounds)
衫,thin kimono
袗,thin kimono:embroidery
軫,sad:revolve
餮,voracious:gluttonous
髟,hair hanging long:mane:long hair radical (no.190)
髣,dimly
髦,bangs:long hair:excellence
鬚,beard:mustache
桁,beam:girder:spar:unit or column (accounting)
行,going:journey:carry out:conduct:act:line:row:bank
従,accompany:obey:submit to:comply:follow:secondary:incidental:subordinate
縦,vertical:length:height:self-indulgent:wayward
徐,gradually:slowly:deliberately:gently
征,subjugate:attack the rebellious:collect taxes
役,duty:war:campaign:drafted labor:office:service:role
律,rhythm:law:regulation:gauge:control
葎,creepers:trailing plants:vines
彷,stray:wander:loiter
徃,journey:chase away:let go:going:travel
徂,go
很,disobey:dispute:very:go against:be contrary to
徙,move
徘,wander
徨,wandering
愆,mistake:fault:offence
慫,advise:persuade
樅,fir
衍,overflowing
絎,blindstitch
聳,rise:tower
衢,crossroads
裄,sleeve length:(kokuji)
銜,horse's bit
鵆,plover:(kokuji)
意,idea:mind:heart:taste:thought:desire:care:liking
億,hundred million:10**8
憶,recollection:think:remember
臆,timidity:heart:mind:fear:cowardly
恵,favor:blessing:grace:kindness
惚,fall in love with:admire:grow senile
懇,sociable:kind:courteous:hospitable:cordial
思,think
偲,recollect:remember
蕊,pistil:stamen
愁,distress:grieve:lament:be anxious
芯,wick
惣,all
想,concept:think:idea:thought
息,breath:respiration:son:interest (on money)
恥,shame:dishonor
悲,grieve:sad:deplore:regret
稔,harvest:ripen
悶,be in agony:worry
愈,be superior:heal:more and more:increasingly:finally:beyond doubt
癒,healing:cure:quench (thirst):wreak
恷,be contrary to:good:nice
恙,illness
慇,courtesy
慂,direct:advise
慙,ashamed:humiliated:shameful
懋,strive:flourish
戀,in love:yearn for:miss:darling
棯,type of fruit tree
檍,ilex:holm oak:birdlime tree
沁,penetrate:soak in
熄,cessation
穗,ear (of grain):head:crest (of wave)
腮,jaw
蘂,pistil:stamen
蟋,cricket:grasshopper
顋,lower part of face:jaw:gills of a fish
鯰,fresh-water catfish:(kokuji)
鰓,gills:gill slits
識,discriminating:know:write
戎,warrior:arms:barbarian:Ainu
織,weave:fabric
職,post:employment:work
伐,fell:strike:attack:punish
筏,raft
閥,clique:lineage:pedigree:faction:clan
戉,warrior:arms:savage:Ainu
戔,damage:remain:slight
戛,halberd
找,look for:seek:make change
棧,crosspiece
殘,leftover:remain:balance
淺,shallow:not deep:superficial
濺,sprinkle:splash
熾,kindling fire
牋,paper:label:letter:composition
犧,sacrifice
盞,sake cup
箋,paper:label:letter:composition
綫,thread:line
羲,used in proper names
戝,pirate:thief
賤,despise:low-life:poverty
贇,beautiful
錢,100th of yen
錻,tin plate:(kokuji)
餞,farewell gift
芦,reed:bullrush
肩,shoulder
雇,employ:hire
顧,look back:review:examine oneself:turn around
所,place:extent
肇,beginning
扉,front door:title page:front page
房,tassel:tuft:fringe:bunch:lock (hair):segment (orange):house:room
炉,hearth:furnace:kiln:reactor
枦,wax tree:sumac
粐,rice-bran
綮,emblem on banner
舮,bow or prow of boat
鈩,hearth:fireplace:furnace
撃,beat:attack:defeat:conquer
攣,crooked:bent
襷,cord to hold up sleeves:(kokuji)
敢,daring:brave:bold:sad:tragic:pitiful
激,violent:get excited:enraged:chafe:incite
政,politics:government
敗,failure:defeat:reversal
繁,luxuriant:thick:overgrown:frequency:complexity:trouble
敏,cleverness:agile:alert
倣,emulate:imitate
放,set free:release:fire:shoot:emit:banish:liberate
牧,breed:care for:shepherd:feed:pasture
枚,sheet of...:counter for flat thin objects or sheets
夂,late:delayed:winter radical (no. 34)
攷,examine:test:investigate
畋,till:cultivate:hunting
變,change:strange
